,sub_id,sub_name,line,longtitude,latitude,bike_id
216,2754,부천종합운동장역,7호선,126.797337,37.50538,[]
217,2753,까치울역,7호선,126.810939,37.506207,[]
218,2752,온수(성공회대입구)역,7호선,126.823023,37.492092,"[1943, 1971]"
219,2751,천왕역,7호선,126.838713,37.486637,"[1953, 1973, 1977, 2818, 2819]"
220,2750,광명사거리역,7호선,126.854876,37.479252,[]
221,2749,철산역,7호선,126.867911,37.47605,[]
222,2748,가산디지털단지역,7호선,126.882656,37.480338,"[1805, 1812, 1834, 1835, 1839, 1849, 1850, 1851, 1867, 3984]"
223,2747,남구로역,7호선,126.887249,37.486056,"[1912, 1976]"
224,2746,대림(구로구청)역,7호선,126.897075,37.493013,"[286, 1913, 1914, 1975, 4555, 4599]"
225,2745,신풍역,7호선,126.90993,37.50008,"[234, 235, 253, 3212, 3220, 4575]"
226,2744,보라매역,7호선,126.920428,37.499872,"[252, 2009, 2059, 2067, 2085, 4576, 4578]"
227,2743,신대방삼거리역,7호선,126.928276,37.499701,"[2015, 2016, 4169]"
228,2742,장승배기역,7호선,126.93915,37.504898,"[2013, 2020, 2096, 4152]"
229,2741,상도역,7호선,126.94791,37.502834,"[2024, 2084, 2088, 4173]"
230,2740,숭실대입구(살피재)역,7호선,126.953822,37.496029,"[2069, 2094]"
231,2739,남성역,7호선,126.971251,37.484596,"[2041, 2060, 2062, 2071, 2086]"
232,2738,이수역,7호선,126.981605,37.485196,"[2032, 2033, 2082, 2090, 2091, 2229, 2230, 2264, 2511]"
233,2737,내방역,7호선,126.993513,37.487618,"[2221, 2227, 2271, 2283, 2529]"
234,2736,고속터미널역,7호선,127.005068,37.503367,"[2213, 2219, 2525, 2526, 4306, 4312, 4316]"
235,2735,반포역,7호선,127.011727,37.508178,"[2210, 2269, 2523, 2524, 2548, 4307]"
236,2734,논현역,7호선,127.021415,37.511093,"[2269, 2303]"
237,2733,학동역,7호선,127.031656,37.514229,"[2304, 2352, 2371, 2385, 3615]"
238,2732,강남구청역,7호선,127.041255,37.517179,"[2311, 2353]"
239,2731,청담역,7호선,127.05335,37.519365,"[2309, 2312, 2354, 2388, 2405, 3620]"
240,2730,뚝섬유원지역,7호선,127.066704,37.53154,"[502, 588, 3505, 3865]"
241,2729,건대입구역,7호선,127.071011,37.540786,"[501, 590, 591, 3533, 3534, 3569]"
242,2728,어린이대공원(세종대)역,7호선,127.074658,37.548014,"[500, 516, 571, 584, 3507, 3524, 3529, 3543, 3573, 3581, 3582, 3588, 3853, 3860]"
243,2727,군자(능동)역,7호선,127.079338,37.556897,"[540, 3500, 3518, 3586]"
244,2726,중곡역,7호선,127.08432,37.565923,"[572, 575, 3502, 3510, 3517]"
245,2725,용마산역,7호선,127.086727,37.573647,"[1426, 1427, 1463]"
246,2724,사가정역,7호선,127.088478,37.580894,"[1410, 1414]"
247,2723,면목역,7호선,127.087503,37.588579,"[1411, 1412, 1447]"
248,2722,상봉(시외버스터미널)역,7호선,127.085716,37.595577,"[1411, 1416, 1448, 1449, 1455, 1474, 4804, 4823, 4824]"
249,2721,중화역,7호선,127.079264,37.602545,"[1429, 1433, 1442, 1464, 1470, 1472]"
250,2720,먹골역,7호선,127.077725,37.610637,"[1401, 1407, 1408, 1454, 1468, 1469, 4812]"
251,2719,태릉입구역,7호선,127.075397,37.618294,"[1401, 1471, 1606, 1643, 1684, 2910, 4046]"
252,2718,공릉(서울과학기술대)역,7호선,127.072896,37.625742,"[1608, 1640, 2910, 4025, 4041]"
253,2717,하계역,7호선,127.06799,37.636352,"[1616, 1617, 1650, 2919, 4007, 4008, 4036]"
254,2716,중계역,7호선,127.064303,37.644583,"[1668, 1669, 1678, 2921, 4039]"
255,2715,노원역,7호선,127.060462,37.654836,"[1637, 1653, 1657, 1662, 1673, 1674, 1690]"
256,2714,마들역,7호선,127.057675,37.66494,"[1686, 1688, 1689, 4018, 4019, 4038]"
257,2713,수락산역,7호선,127.055315,37.67785,"[1627, 1628, 1630, 1639, 1652, 4042, 4077]"
258,2712,도봉산역,7호선,127.046509,37.689241,"[1703, 1730, 1731, 1750, 4058]"
259,2711,장암역,7호선,127.053196,37.700109,[]
260,2649,신내역,6호선,127.102231,37.613174,"[1420, 1421, 1465, 1467, 4802]"
261,2648,봉화산(서울의료원)역,6호선,127.091401,37.617283,"[1413, 1428, 1438, 1466]"
262,2647,화랑대(서울여대입구)역,6호선,127.084689,37.620064,"[1428, 1450, 1466, 1610, 4040]"
263,2646,태릉입구역,6호선,127.074735,37.617338,"[1401, 1471, 1606, 1643, 1684]"
264,2645,석계역,6호선,127.065595,37.614872,"[1332, 1334, 1381, 1601, 2909]"
265,2644,돌곶이역,6호선,127.056431,37.610537,"[1333, 4408]"
266,2643,상월곡(한국과학기술연구원)역,6호선,127.048491,37.606377,"[1325, 1326, 1327, 1377]"
267,2642,월곡(동덕여대)역,6호선,127.041518,37.601948,"[1322, 1323, 1328, 1366, 1373, 1375, 1376, 1377, 1380]"
268,2641,고려대(종암)역,6호선,127.036296,37.590508,"[609, 1321, 1354, 4113]"
269,2640,안암(고대병원앞)역,6호선,127.029005,37.586272,"[673, 674, 1308, 1372, 4414]"
270,2639,보문역,6호선,127.019351,37.585274,"[1338, 1352, 1355, 1362, 1363]"
271,2638,창신역,6호선,127.015241,37.579661,"[364, 1352, 3417, 3418, 4703, 4704]"
272,2637,동묘앞역,6호선,127.015653,37.572279,"[361, 431, 456, 3401, 3415, 3416, 378]"
273,2636,신당역,6호선,127.016146,37.566154,"[383, 475, 481, 375, 378]"
274,2635,청구역,6호선,127.013986,37.560608,"[374, 482]"
275,2634,약수역,6호선,127.010358,37.554263,"[372, 382, 480, 4777, 373]"
276,2633,버티고개역,6호선,127.007055,37.548013,"[429, 483]"
277,2632,한강진역,6호선,127.001725,37.539631,"[802, 803, 854, 865, 4611, 4612, 4613]"
278,2631,이태원역,6호선,126.994302,37.534488,"[857, 4613, 4623]"
279,2630,녹사평(용산구청)역,6호선,126.986695,37.534675,"[810, 811, 831, 843, 858]"
280,2629,삼각지역,6호선,126.974032,37.535534,"[805, 812, 813, 817, 847, 848, 849, 850, 4620, 4625]"
281,2628,효창공원앞역,6호선,126.961384,37.539233,"[823, 834, 851, 4627, 868]"
282,2627,공덕역,6호선,126.951678,37.543555,"[143, 144, 145, 495, 4202, 4222]"
283,2626,대흥(서강대앞)역,6호선,126.942069,37.547771,"[122, 125, 126, 437, 4222]"
284,2625,광흥창(서강)역,6호선,126.931993,37.547456,"[118, 119, 120, 121, 494, 4206, 4220]"
285,2624,상수역,6호선,126.922852,37.547716,"[109, 111, 112]"
286,2623,합정역,6호선,126.913366,37.549209,"[104, 105, 106, 497, 4211]"
287,2622,망원역,6호선,126.910052,37.556094,"[102, 103, 184, 151]"
288,2621,마포구청역,6호선,126.903343,37.563515,"[154, 186, 421, 432, 438, 3002, 3005, 4213]"
289,2620,월드컵경기장(성산)역,6호선,126.899298,37.569532,"[199, 418, 419, 420, 421, 422, 424, 427, 492, 3005]"
290,2619,디지털미디어시티역,6호선,126.901391,37.576108,"[194, 415, 417, 424, 492, 948, 3008, 3122, 4238]"
291,2618,증산(명지대앞)역,6호선,126.909645,37.583876,"[131, 133, 915]"
292,2617,새절(신사)역,6호선,126.913629,37.591148,"[912, 914, 989]"
293,2616,구산역,6호선,126.91727,37.611377,"[908, 932, 933, 950]"
294,2615,연신내역,6호선,126.920625,37.618636,"[906, 922, 927, 947, 949, 964, 4671, 4672]"
295,2614,독바위역,6호선,126.933031,37.618456,"[946, 963]"
296,2613,불광역,6호선,126.92939,37.610873,"[919, 925, 961, 963, 967, 4653, 4663]"
297,2612,역촌역,6호선,126.922744,37.606021,"[900, 911, 916, 982]"
298,2611,응암역,6호선,126.915577,37.598605,"[907, 913, 996, 4659, 4665, 4677]"
299,2566,하남시청(덕풍-신장)역,5호선,127.20612,37.54205,[]
300,2565,하남검단산역,5호선,127.22345,37.53972,[]
301,2564,하남풍산역,5호선,127.203864,37.552034,[]
302,2563,미사역,5호선,127.193877,37.560927,[]
303,2562,강일역,5호선,127.17593,37.55749,"[1016, 1057, 3676, 3689, 3690, 3694]"
304,2561,마천역,5호선,127.152781,37.49499,"[1279, 1280, 4473, 4861, 4879, 4889]"
305,2560,거여역,5호선,127.14415,37.493105,"[1204, 1227, 1229, 2616, 4469, 4855, 4881]"
306,2559,개롱역,5호선,127.13482,37.498079,"[1230, 1271, 2617, 4872, 4873]"
307,2558,오금역,5호선,127.127938,37.502057,"[1214, 1253, 4458]"
308,2557,방이역,5호선,127.126133,37.508857,"[1218, 1259, 2653, 4461, 4463, 4857, 4871]"
309,2556,올림픽공원(한국체대)역,5호선,127.130923,37.516201,"[1215, 2622]"
310,2555,둔촌동역,5호선,127.136248,37.527788,"[1018, 1050, 3664, 3671, 3691]"
311,2554,상일동역,5호선,127.166417,37.556712,"[1054, 1058, 1090]"
312,2553,고덕역,5호선,127.154151,37.555004,"[1035, 1036, 1041, 1052, 1068, 1069, 1070, 1072, 3661, 3686]"
313,2552,명일역,5호선,127.143999,37.55137,"[1006, 1015, 1085, 1086, 3659, 1014]"
314,2551,굽은다리(강동구민회관앞)역,5호선,127.142853,37.545477,"[1044, 3682, 3683]"
315,2550,길동역,5호선,127.140004,37.537801,"[1010, 1022, 1047, 1073, 1075, 1076, 3681, 3682]"
316,2549,강동역,5호선,127.132481,37.535804,"[1011, 1047, 1059, 1077, 1080, 1081, 3680]"
317,2548,천호(풍납토성)역,5호선,127.123308,37.53864,"[1001, 1009, 1012, 1029, 1080, 1264, 3657]"
318,2547,광나루(장신대)역,5호선,127.10357,37.545303,"[576, 577]"
319,2546,아차산(어린이대공원후문)역,5호선,127.089761,37.551691,"[549, 574, 3880]"
320,2545,군자(능동)역,5호선,127.079577,37.557088,"[540, 3500, 3518, 3586]"
321,2544,장한평역,5호선,127.064623,37.56144,"[529, 646]"
322,2543,답십리역,5호선,127.052704,37.566747,"[538, 604, 625, 631, 3560, 4108]"
323,2542,마장역,5호선,127.042973,37.5661,"[579, 583, 586, 3553, 3558]"
324,2541,왕십리(성동구청)역,5호선,127.037059,37.56184,"[521, 537, 558, 559, 3558, 3561, 4367]"
325,2540,행당역,5호선,127.029476,37.557322,"[536, 3530, 3531, 3532, 4367]"
326,2539,신금호역,5호선,127.020331,37.554548,"[524, 3531, 3556, 4363]"
327,2538,청구역,5호선,127.013639,37.560276,"[374, 482, 373]"
328,2537,동대문역사문화공원역,5호선,127.005353,37.564665,"[347, 380, 387, 430, 474, 476, 4793]"
329,2536,을지로4가역,5호선,126.998032,37.567352,"[338, 339, 387, 389, 397, 453, 473, 3411, 3412]"
330,2535,종로3가역,5호선,126.990305,37.57254,"[327, 328, 334, 335, 454, 3410, 3411, 3412, 3432, 4707, 4713]"
331,2534,광화문(세종문화회관)역,5호선,126.97717,37.571525,"[303, 305, 306, 308, 309, 310, 316, 368, 369, 458, 3406, 304]"
332,2533,서대문역,5호선,126.966641,37.565773,"[171, 173, 198, 300, 394, 395, 3134, 3403, 4715, 4781, 4782, 4797]"
333,2532,충정로(경기대입구)역,5호선,126.9629,37.560236,"[160, 180, 198, 384, 3114, 3134, 4752, 4781]"
334,2531,애오개역,5호선,126.95682,37.553736,"[142, 156, 157, 160, 3104, 4240]"
335,2530,공덕역,5호선,126.951372,37.544431,"[143, 144, 145, 495, 3003, 4202, 4222]"
336,2529,마포역,5호선,126.945932,37.539574,"[146, 147, 148, 439, 495]"
337,2528,여의나루역,5호선,126.932901,37.527098,"[207, 215, 249]"
338,2527,여의도역,5호선,126.924357,37.521747,"[209, 210, 211, 212, 213, 214, 219, 220, 270, 271, 4589, 4590, 218]"
339,2526,신길역,5호선,126.914839,37.517623,"[258, 276, 295, 4559, 4568, 4573]"
340,2525,영등포시장역,5호선,126.905139,37.522669,"[238, 239, 266, 277, 283, 287, 296, 4552, 4574]"
341,2524,영등포구청역,5호선,126.89503,37.5242,"[230, 231, 243, 245, 264, 265, 288, 4553, 4588]"
342,2523,양평역,5호선,126.886129,37.525569,"[232, 243, 275, 4561, 4598]"
343,2522,오목교(목동운동장앞)역,5호선,126.875181,37.524496,"[703, 756, 762, 765, 769, 791, 792, 4508, 4532]"
344,2521,목동역,5호선,126.864931,37.526065,"[704, 719, 770, 771, 791, 4514]"
345,2520,신정(은행정)역,5호선,126.856191,37.524997,"[722, 4507, 4509, 4510]"
346,2519,까치산역,5호선,126.846683,37.531768,"[790, 1141, 1145, 2737]"
347,2518,화곡역,5호선,126.840461,37.541513,"[1127, 1128, 1129, 1130, 1148, 2712, 3766, 3779, 3792]"
348,2517,우장산역,5호선,126.836318,37.548768,"[1125, 1126, 1199, 3786, 5073]"
349,2516,발산역,5호선,126.837668,37.558598,"[1124, 1153, 1197, 2717, 2722, 2723, 2730, 2731, 3759, 3760, 3764, 5061, 5066]"
350,2515,마곡역,5호선,126.825448,37.560183,"[1151, 1152, 1180, 1190, 1191, 1198, 2719, 2720, 2735, 2744, 3758, 3785, 5052, 5055, 5056, 5057, 5062, 5074]"
351,2514,송정역,5호선,126.811973,37.561184,"[1108, 1109, 1110, 1150, 3753, 3774, 3778, 3795, 3796, 5072]"
352,2513,김포공항역,5호선,126.801292,37.562384,[]
353,2512,개화산역,5호선,126.806171,37.572399,"[1178, 5053]"
354,2511,방화역,5호선,126.812741,37.577446,"[1102, 1103, 1105, 2706]"
355,1958,대화역,일산선,126.747569,37.676087,[]
356,1957,주엽역,일산선,126.761334,37.670072,[]
357,1956,정발산역,일산선,126.773359,37.659477,[]
358,1955,마두역,일산선,126.77762,37.652206,[]
359,1954,백석역,일산선,126.78787,37.643114,[]
360,1953,대곡역,일산선,126.811024,37.631626,[]
361,1952,화정역,일산선,126.83265,37.634592,[]
362,1951,원당역,일산선,126.843041,37.653324,[]
363,1950,삼송역,일산선,126.895558,37.653083,[]
364,1949,지축역,일산선,126.91397,37.648017,[959]
365,1948,원흥역,일산선,126.872642,37.650658,[]
366,1916,소요산역,경원선,127.061034,37.9481,[]
367,1915,동두천역,경원선,127.05479,37.927878,[]
368,1914,보산역,경원선,127.057277,37.913702,[]
369,1913,동두천중앙역,경원선,127.056482,37.901885,[]
370,1912,지행역,경원선,127.055716,37.892334,[]
371,1911,덕정역,경원선,127.061277,37.843188,[]
372,1910,덕계역,경원선,127.056486,37.818486,[]
373,1909,양주역,경원선,127.044708,37.774381,[]
374,1908,녹양역,경원선,127.042292,37.75938,[]
375,1907,가능역,경원선,127.044213,37.748577,[]
376,1906,의정부역,경원선,127.045958,37.738415,[]
377,1905,회룡역,경원선,127.04736,37.724416,[]
378,1904,망월사역,경원선,127.047455,37.709914,[]
379,1903,도봉산역,경원선,127.046049,37.689534,"[1703, 1730, 1731, 1750, 4058]"
380,1902,도봉역,경원선,127.045595,37.679563,"[1727, 1728, 1729, 1735, 1759, 4077]"
381,1901,방학역,경원선,127.044273,37.667503,"[1705, 1706, 1720, 1732, 1744, 1746, 1748, 1749]"
382,1891,인천역,수인선,126.617326,37.476403,[]
383,1890,신포역,수인선,126.623853,37.46874,[]
384,1889,숭의역,수인선,126.638297,37.460789,[]
385,1888,인하대역,수인선,126.649619,37.448493,[]
386,1886,송도역,수인선,126.657772,37.428514,[]
387,1885,연수역,수인선,126.67894,37.417804,[]
388,1884,원인재역,수인선,126.686648,37.413049,[]
389,1883,남동인더스파크역,수인선,126.695216,37.407722,[]
390,1882,호구포역,수인선,126.708627,37.401637,[]
391,1881,인천논현역,수인선,126.722478,37.400614,[]
392,1880,소래포구역,수인선,126.733522,37.40095,[]
393,1879,월곶역,수인선,126.742699,37.391769,[]
394,1878,달월역,수인선,126.745177,37.379681,[]
395,1877,사리역,수인선,126.85685,37.28998,[]
396,1876,야목역,수인선,126.879483,37.264179,[]
397,1875,어천역,수인선,126.90879,37.250102,[]
398,1874,오목천역,수인선,126.963676,37.24304,[]
399,1873,고색역,수인선,126.980248,37.24963,[]
400,1872,매교역,분당선,127.015678,37.265481,[]
401,1871,수원시청역,분당선,127.030736,37.261911,[]
402,1870,매탄권선역,분당선,127.040566,37.252759,[]
403,1869,망포역,분당선,127.057353,37.245795,[]
404,1868,영통역,분당선,127.071394,37.251568,[]
405,1867,청명역,분당선,127.078934,37.259489,[]
406,1866,상갈역,분당선,127.108847,37.26181,[]
407,1865,기흥역,분당선,127.11591,37.275061,[]
408,1864,신갈역,분당선,127.111313,37.286102,[]
409,1863,구성역,분당선,127.105664,37.298969,[]
410,1862,죽전역,분당선,127.107395,37.324753,[]
411,1861,보정역,분당선,127.108196,37.312752,[]
412,1860,이매역,분당선,127.128248,37.395371,[]
413,1859,오리역,분당선,127.108942,37.339824,[]
414,1858,미금역,분당선,127.10891,37.350077,[]
415,1857,정자역,분당선,127.10807,37.365994,[]
416,1856,수내역,분당선,127.114322,37.378455,[]
417,1855,서현역,분당선,127.123592,37.385126,[]
418,1854,야탑역,분당선,127.128715,37.411185,[]
419,1853,모란역,분당선,127.129104,37.432052,[]
420,1852,태평역,분당선,127.127709,37.440019,[]
421,1851,가천대역,분당선,127.126697,37.448605,[]
422,1850,선정릉역,분당선,127.043677,37.510735,"[2386, 2398, 2417, 3646]"
423,1849,강남구청역,분당선,127.041151,37.517469,"[2311, 2353]"
424,1848,압구정로데오역,분당선,127.040534,37.527381,"[2307, 2308, 2310, 2365, 2429, 3627]"
425,1847,서울숲역,분당선,127.044707,37.543617,"[510, 511, 561, 582, 3515, 3548, 3552, 3559, 4373]"
426,1846,수원역,분당선,126.999422,37.265917,[]
427,1823,도화역,경인선,126.668672,37.46607,[]
428,1822,중동역,경인선,126.764843,37.486562,[]
429,1821,온수(성공회대입구)역,경인선,126.824086,37.492433,"[1943, 1971]"
430,1817,도원역,경인선,126.642706,37.468446,[]
431,1816,간석역,경인선,126.694181,37.464737,[]
432,1815,부개역,경인선,126.74109,37.488418,[]
433,1814,소사역,경인선,126.79544,37.482753,[]
434,1813,구일역,경인선,126.870793,37.496756,"[1908, 1925, 1928, 1957, 1994, 1996, 1998, 2823]"
435,1812,인천역,경인선,126.616801,37.476079,[]
436,1811,동인천역,경인선,126.632802,37.475276,[]
437,1810,제물포역,경인선,126.656666,37.466769,[]
438,1809,주안역,경인선,126.679742,37.465047,[]
439,1808,동암역,경인선,126.702896,37.471408,[]
440,1807,백운역,경인선,126.707704,37.483664,[]
441,1806,부평역,경인선,126.724506,37.489445,[]
442,1805,송내역,경인선,126.753664,37.4876,[]
443,1804,부천역,경인선,126.782686,37.48405,[]
444,1803,역곡역,경인선,126.811502,37.485178,[]
445,1802,오류동역,경인선,126.845365,37.494526,"[1941, 1968, 1991, 3908, 3918]"
446,1801,개봉역,경인선,126.85968,37.494594,"[1931, 1936, 1965, 1966, 1987, 3903, 3912]"
447,1763,수리산역,안산선,126.925365,37.349801,[]
448,1762,오이도역,안산선,126.738714,37.362357,[]
449,1761,정왕역,안산선,126.742989,37.351735,[]
450,1760,신길온천역,안산선,126.765844,37.338212,[]
451,1759,안산역,안산선,126.788532,37.327082,[]
452,1758,초지역,안산선,126.805913,37.320646,[]
453,1757,고잔역,안산선,126.823144,37.316784,[]
454,1756,중앙역,안산선,126.838573,37.315941,[]
455,1755,한대앞역,안산선,126.85344,37.309689,[]
456,1754,상록수역,안산선,126.866489,37.302795,[]
457,1753,반월역,안산선,126.903524,37.312212,[]
458,1752,대야미역,안산선,126.917332,37.328467,[]
459,1751,산본역,안산선,126.933274,37.358101,[]
460,1750,광명역,경부선,126.884466,37.416182,[]
461,1749,서동탄역,경부선,127.051672,37.195504,[]
462,1729,당정역,경부선,126.948345,37.344285,[]
463,1728,천안역,경부선,127.146826,36.810005,[]
464,1727,두정역,경부선,127.14896,36.833705,[]
465,1726,직산역,경부선,127.143904,36.870593,[]
466,1725,성환역,경부선,127.126964,36.916076,[]
467,1724,평택역,경부선,127.085159,36.990726,[]
468,1723,지제역,경부선,127.070444,37.0188,[]
469,1722,서정리역,경부선,127.052819,37.056496,[]
470,1721,송탄역,경부선,127.054301,37.075696,[]
471,1720,진위역,경부선,127.062278,37.109447,[]
472,1719,오산역,경부선,127.06672,37.145885,[]
473,1718,오산대역,경부선,127.063197,37.168953,[]
474,1717,세마역,경부선,127.04318,37.187533,[]
475,1716,병점역,경부선,127.032731,37.207503,[]
476,1715,세류역,경부선,127.013222,37.245025,[]
477,1714,독산역,경부선,126.889249,37.466613,"[1804, 1833, 1859, 3956, 3966]"
478,1713,수원역,경부선,126.999561,37.266348,[]
479,1712,화서역,경부선,126.989627,37.283862,[]
480,1711,성균관대역,경부선,126.97075,37.300349,[]
481,1710,의왕역,경부선,126.948217,37.320852,[]
482,1709,군포역,경부선,126.948462,37.35356,[]
483,1708,금정역,경부선,126.943429,37.372221,[]
484,1707,명학역,경부선,126.935433,37.384653,[]
485,1706,안양역,경부선,126.922874,37.401592,[]
486,1705,관악역,경부선,126.908706,37.419232,[]
487,1704,석수역,경부선,126.902295,37.435047,"[1858, 1861]"
488,1703,금천구청역,경부선,126.89398,37.455626,"[1819, 1825, 1827, 1865, 1866, 1869, 3958, 3983]"
489,1702,가산디지털단지역,경부선,126.882581,37.481581,"[1805, 1834, 1849, 1850, 1851, 1867]"
490,1701,구로역,경부선,126.881966,37.503039,"[1946, 1974, 1983]"
491,1511,여주역,경강선,127.628816,37.282308,[]
492,1510,세종대왕릉역,경강선,127.570938,37.295309,[]
493,1509,부발역,경강선,127.490277,37.260192,[]
494,1508,이천역,경강선,127.44226,37.265579,[]
495,1507,신둔도예촌역,경강선,127.40476,37.317185,[]
496,1506,곤지암역,경강선,127.34674,37.351315,[]
497,1505,초월역,경강선,127.299,37.374419,[]
498,1504,경기광주역,경강선,127.25263,37.399907,[]
499,1503,삼동역,경강선,127.20336,37.409522,[]
500,1502,이매역,경강선,127.127819,37.394655,[]
501,1501,판교역,경강선,127.111217,37.394761,[]
502,1458,금정역,과천선,126.943417,37.372209,[]
503,1457,범계역,과천선,126.950806,37.389793,[]
504,1456,평촌역,과천선,126.963883,37.394287,[]
505,1455,인덕원역,과천선,126.976715,37.401553,[]
506,1454,정부과천청사역,과천선,126.98978,37.426513,[]
507,1453,과천역,과천선,126.996568,37.433021,[]
508,1452,대공원역,과천선,127.006523,37.435675,[]
509,1451,경마공원역,과천선,127.007888,37.443885,[]
510,1450,선바위역,과천선,127.002303,37.451673,[]
511,1408,신창(순천향대)역,장항선,126.951108,36.769502,[]
512,1407,온양온천역,장항선,127.003249,36.780483,[]
513,1405,배방역,장항선,127.052991,36.777629,[]
514,1404,탕정역,장항선,127.08485,36.78866,[]
515,1403,아산역,장항선,127.104361,36.792053,[]
516,1402,쌍용(나사렛대)역,장항선,127.1214,36.793759,[]
517,1401,봉명역,장항선,127.135763,36.801215,[]
518,1329,춘천역,경춘선,127.717023,37.885054,[]
519,1328,남춘천역,경춘선,127.723792,37.864007,[]
520,1327,김유정역,경춘선,127.71434,37.818466,[]
521,1326,강촌역,경춘선,127.634146,37.805723,[]
522,1325,백양리역,경춘선,127.58933,37.830779,[]
523,1324,굴봉산역,경춘선,127.557695,37.832067,[]
524,1323,가평역,경춘선,127.510739,37.814536,[]
525,1322,상천역,경춘선,127.454821,37.770246,[]
526,1321,청평역,경춘선,127.42661,37.735488,[]
527,1320,대성리역,경춘선,127.379319,37.684071,[]
528,1319,마석역,경춘선,127.311767,37.652782,[]
529,1318,천마산역,경춘선,127.285379,37.658978,[]
530,1317,평내호평역,경춘선,127.244493,37.653225,[]
531,1316,금곡역,경춘선,127.207853,37.637382,[]
532,1315,사릉역,경춘선,127.176933,37.65108,[]
533,1314,퇴계원역,경춘선,127.143952,37.648311,[]
534,1313,별내역,경춘선,127.12684,37.64202,[]
535,1312,갈매역,경춘선,127.114757,37.634118,[]
536,1311,신내역,경춘선,127.103218,37.612887,"[1421, 1465, 1467, 4802]"
537,1294,디지털미디어시티역,경의중앙선,126.900453,37.577475,"[194, 415, 417, 424, 492, 948, 3008, 4238]"
538,1293,홍대입구역,경의중앙선,126.926683,37.557641,"[113, 114, 115, 493, 3010]"
539,1292,공덕역,경의중앙선,126.952099,37.542596,"[143, 144, 145, 495, 4202]"
540,1291,서울역역,경의중앙선,126.97103,37.557231,"[379, 384, 435, 441, 442, 445, 485, 826, 4760, 4766, 4794, 444]"
541,1285,임진강역,경의중앙선,126.746765,37.888421,[]
542,1284,문산역,경의중앙선,126.788047,37.854619,[]
543,1283,파주역,경의중앙선,126.792783,37.815298,[]
544,1282,월롱역,경의중앙선,126.792587,37.796188,[]
545,1280,금촌역,경의중앙선,126.774644,37.766217,[]
546,1279,금릉역,경의중앙선,126.765347,37.751322,[]
547,1278,운정역,경의중앙선,126.767257,37.725826,[]
548,1277,야당역,경의중앙선,126.761356,37.712327,[]
549,1276,탄현역,경의중앙선,126.761086,37.694023,[]
550,1275,일산역,경의중앙선,126.769846,37.682077,[]
551,1274,풍산역,경의중앙선,126.786243,37.672346,[]
552,1273,백마역,경의중앙선,126.794461,37.658239,[]
553,1272,곡산역,경의중앙선,126.801762,37.645676,[]
554,1271,능곡역,경의중앙선,126.820783,37.618808,[]
555,1270,행신역,경의중앙선,126.834146,37.612102,[]
556,1269,강매역,경의중앙선,126.843223,37.612314,[]
557,1268,화전역,경의중앙선,126.868387,37.602888,[]
558,1267,수색역,경의중앙선,126.895611,37.580842,"[411, 414, 415, 972, 3007, 3008, 4654]"
559,1266,디지털미디어시티역,경의중앙선,126.900453,37.577475,"[194, 415, 417, 424, 492, 948, 3008, 4238]"
560,1265,가좌역,경의중앙선,126.915487,37.568491,"[153, 155, 179, 195, 3120, 3121, 3123, 4210]"
561,1264,홍대입구역,경의중앙선,126.926683,37.557641,"[113, 114, 115, 493, 3010]"
562,1263,서강대역,경의중앙선,126.935711,37.551881,"[121, 124, 125, 127, 128, 129, 130, 150, 3011, 3116, 4220]"
563,1262,공덕역,경의중앙선,126.952099,37.542596,"[143, 144, 145, 495, 4202]"
564,1261,효창공원앞역,경의중앙선,126.96221,37.538579,"[823, 834, 851, 4627, 868]"
565,1252,신촌역,경의중앙선,126.942597,37.559733,"[134, 135, 137, 140, 159, 436, 136]"
566,1251,서울역역,경의중앙선,126.97103,37.557231,"[379, 384, 435, 441, 442, 445, 485, 826, 4760, 4766, 4794, 444]"
567,1220,지평역,중앙선,127.629874,37.476393,[]
568,1219,용문역,중앙선,127.594647,37.48223,[]
569,1218,원덕역,중앙선,127.547076,37.468672,[]
570,1217,양평역,중앙선,127.491837,37.492773,[]
571,1216,오빈역,중앙선,127.473868,37.506062,[]
572,1215,아신역,중앙선,127.443173,37.51382,[]
573,1214,국수역,중앙선,127.399367,37.516169,[]
574,1213,신원역,중앙선,127.372921,37.525545,[]
575,1212,양수역,중앙선,127.329098,37.545981,[]
576,1211,운길산역,중앙선,127.310115,37.554669,[]
577,1210,팔당역,중앙선,127.243939,37.547371,[]
578,1209,도심역,중앙선,127.222672,37.579622,[]
579,1208,덕소역,중앙선,127.208832,37.586781,[]
580,1207,양정역,중앙선,127.19364,37.60533,[]
581,1206,도농역,중앙선,127.161153,37.608806,[]
582,1205,구리역,중앙선,127.143869,37.603392,[]
583,1204,양원역,중앙선,127.107906,37.606596,"[1406, 1424, 1453, 4821]"
584,1203,망우역,중앙선,127.091909,37.59955,"[1405, 1448, 1458, 1459, 1478, 4813, 4820, 4823]"
585,1202,상봉(시외버스터미널)역,중앙선,127.08504,37.596678,"[1404, 1411, 1416, 1448, 1449, 1455, 1474, 4804, 4823]"
586,1201,중랑역,중앙선,127.076116,37.594917,"[1403, 1404, 1451, 1461, 1462, 1473, 4803, 4807]"
587,1032,신길역,경부선,126.917865,37.516862,"[258, 271, 276, 4559, 4592, 257]"
588,1031,복정역,분당선,127.126658,37.470345,"[2605, 2607]"
