bi_st_id,sub_st_id,sub_name,sub_line,sub_long,sub_lat
942,0,,,,
943,0,,,,
945,0,,,,
946,2614,독바위,6호선,126.933031,37.618456
947,0,,,,
948,2619,디지털미디어시티,6호선,126.901391,37.576108
949,2615,연신내,6호선,126.920625,37.618636
950,2616,구산,6호선,126.91727,37.611377
952,0,,,,
953,0,,,,
954,0,,,,
956,0,,,,
958,0,,,,
959,0,,,,
960,0,,,,
961,2613,불광,6호선,126.92939,37.610873
962,0,,,,
963,0,,,,
964,0,,,,
965,0,,,,
966,0,,,,
967,0,,,,
968,0,,,,
969,0,,,,
971,0,,,,
972,0,,,,
973,0,,,,
974,0,,,,
975,0,,,,
976,0,,,,
977,0,,,,
978,313,녹번,3호선,126.935756,37.600927
979,0,,,,
982,0,,,,
984,0,,,,
985,0,,,,
989,2617,새절,6호선,126.913629,37.591148
991,0,,,,
992,0,,,,
993,0,,,,
994,0,,,,
995,0,,,,
996,2611,응암,6호선,126.915577,37.598605
1001,0,,,,
1002,0,,,,
1003,0,,,,
1004,0,,,,
1006,0,,,,
1007,0,,,,
1008,2811,암사,8호선,127.127562,37.55021
1009,2812,천호,8호선,127.123254,37.538113
1010,0,,,,
1011,0,,,,
1012,0,,,,
1013,2813,강동구청,8호선,127.120508,37.530341
1015,0,,,,
1016,0,,,,
1017,0,,,,
1018,0,,,,
1019,0,,,,
1020,0,,,,
1021,0,,,,
1022,0,,,,
1023,0,,,,
1024,0,,,,
1025,0,,,,
1026,0,,,,
1027,0,,,,
1028,0,,,,
1029,0,,,,
1030,0,,,,
1031,0,,,,
1032,0,,,,
1033,0,,,,
1034,0,,,,
1035,2553,고덕,5호선,127.154151,37.555004
1036,0,,,,
1037,0,,,,
1038,0,,,,
1039,0,,,,
1041,0,,,,
1042,0,,,,
1044,2551,굽은다리,5호선,127.142853,37.545477
1047,0,,,,
1048,0,,,,
1049,0,,,,
1050,2555,둔촌동,5호선,127.136248,37.527788
1051,0,,,,
1052,0,,,,
1053,0,,,,
1054,0,,,,
1056,0,,,,
